source,package_code,package_name,price,cycle_days,data_gb,voice_minutes,sms_count,package_type,description,full_description,registration_syntax,cancellation_syntax,check_syntax,eligibility,renewal_policy,support_hotline,original_link
digishop,YOLO35,YOLO35,35000,15,1.0,,,,"- 1 GB data/ngày (hết dung lượng dừng truy cập).
- Data truy cập ứng dụng MyTV Mobile","1. Ưu đãi gói cước
- 1 GB data/ngày (hết dung lượng dừng truy cập)
- Data truy cập ứng dụng MyTV Mobile
2. Điều kiện đăng ký gói cước:
- Thuê bao trả trước VinaPhone đang hoạt động 2 chiều (không nợ đọng, tạm ngưng, hủy, khóa 1 chiều/2 chiều)
3. Gia hạn gói cước
- Gói cước tự động gia hạn. (Nếu tài khoản không đủ tiền để gia hạn, gói cước sẽ tự hủy).
4. Cách kiểm tra ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATA gửi 888.
5. Cách hủy gói cước
- Cú pháp huỷ: HUY YOLO35 gửi 888.
6. Quy định sử dụng gói cước
- Trên thực tế trong quá trình sử dụng ứng dụng nêu trên, người dùng có khả năng phát sinh lưu lượng Data của một số bên thứ ba như Apple, Facebook, Google,… trong các thao tác đăng nhập,… Do đó, thuê bao vẫn có khả năng phát sinh cước data cho các lưu lượng truy cập này.
7. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí).",,,,,,,
digishop,GAME10,GAME10,10000,1,7.0,unlimited,,,"7 GB Data/ngày (hết dung lượng dừng truy cập).
Chơi không giới hạn kho game cung cấp trên website/wapsite: gameasy.vn.
Nhận 1.000 xu vào tài khoản game để chơi các game trên website/wapsite: ontgame.vn.","1. Ưu đãi gói cước
- 7 GB Data/ngày (hết dung lượng dừng truy cập).
- Chơi không giới hạn kho game cung cấp trên website/wapsite: gameasy.vn.
- Nhận 1.000 xu vào tài khoản game để chơi các game trên website/wapsite: ontgame.vn. Trong đó:
+ Khách hàng đăng ký thành công tài khoản chơi game lần đầu tiên sẽ được tặng thêm 1.000 Xu cho người chơi mới.
+ Xu là vật phẩm chỉ sử dụng để chơi game, không có giá trị quy đổi ngược lại thành tiền, thẻ thanh toán, phiếu thưởng hoặc các hiện vật có giá trị giao dịch bên ngoài trò chơi. Hình thức và nội dung quyền lợi khách hàng được hưởng trong game theo chính sách của nhà phát hành. Quyền lợi khách hàng được hưởng trong game có thể được thay đổi tùy theo chính sách của nhà phát hành.
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (không bao gồm thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều).
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Hủy gói cước
- Cú pháp hủy: HUY GAME10 gửi 888
6. Quy định sử dụng gói cước
- Gói GAME10 không đăng ký đồng thời với các gói cước khác của dịch vụ Gameasy, Cloudgaming và các gói YOLO125G.
- Gói GAME10 được đăng ký đồng thời với các gói cước viễn thông (data, thoại, SMS) cơ bản khác. 
- Quyền lợi chơi game trên website/wapsite dịch vụ được tính ngay khi thuê bao khách hàng đăng ký/gia hạn gói cước thành công.
- Không miễn cước Data chơi game trên website/wapsite dịch vụ.
7. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (0đ)",,,,,,,
digishop,LQ1,LQ1,3000,1,,,,,Miễn phí Data truy cập ứng dụng Liên Quân Mobile,"1. Ưu đãi gói cước
- Miễn phí Data truy cập ứng dụng Liên Quân Mobile
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP Games cùng nhau.
- Gói cước không bao gồm không bao gồm lưu lượng sử dụng các tính năng như update game từ Store quốc tế, sử dụng mạng xã hội như Facebook, Google+ để đăng nhập game, hoặc các hoạt động tương tác MXH như Like, Share hoặc Analytics. Sử dụng các tính năng này sẽ phát sinh cước phí.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,VJ,VJ,5000,1,0.1953125,,,,"200 MB data (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
Xem toàn bộ nội dung tại website https://vietjack.com","1. Ưu đãi gói cước
- 200 MB data (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
- Xem toàn bộ nội dung tại website https://vietjack.com
- Không miễn cước data khi xem nội dung tại website của Vietjack
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều).
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói cước di động (data, thoai, SMS) cơ bản khác (VD: khách hàng đang sử dụng gói MAX/VD89 vẫn được đăng ký đồng thời các gói VJN)
- Khách hàng sử dụng gói cước này không được phép đăng ký đồng thời với các gói khác có phí khác cùng dịch vụ VIETJACK.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,VHO10,VHO10,10000,24,7.0,unlimited,,,"7GB Data/24 giờ (hết dung lượng dừng truy cập).
01 Tài khoản sử dụng nội dung ôn luyện từ lớp 1 – 11 trên nền tảng Vui Học. 
Không giới hạn thiết bị truy cập.","1. Chu kỳ gói cước: 24 giờ.
2. Ưu đãi gói cước:
- 7GB Data (hết dung lượng dừng truy cập).
- 01 Tài khoản sử dụng nội dung ôn luyện từ lớp 1 – 11 trên nền tảng Vui Học. 
 - Không giới hạn thiết bị truy cập.
3. Điều kiện đăng ký gói cước:
- Thuê bao trả trước, trả sau (bao gồm cả thuê bao EZCOM) đang hoạt động 2 chiều.
4. Quy định sử dụng gói cước:
- Gói VHO10 được đăng ký đồng thời với các gói data cơ bản khác.
- Các gói cước trong dịch vụ Bundle Data Account Vui Học không được đăng ký đồng thời với nhau.
- Trường hợp khách hàng chủ động hủy gói cước: Hệ thống sẽ thực hiện hủy toàn bộ phần data còn dư và quyền lợi sử dụng của gói và không được hoàn trả hay khấu trừ cho bất kỳ phát sinh cước nào của thuê bao (nếu có). 
- Trường hợp chuyển đổi hình thức thanh toán từ trả trước sang trả sau hoặc ngược lại thì gói cước đã đăng ký trước thời điểm chuyển đổi đều không được bảo lưu (bị xóa) khi chuyển sang hình thức thanh toán mới.
 - Nếu tài khoản chính bị khóa thì khách hàng không sử dụng được các ưu đãi miễn phí còn lại, khách hàng cần nạp tiền để tiếp tục được sử dụng.
- Trong chu kỳ hưởng quyền lợi gói, nếu có thay đổi về chính sách giá cước thì các thuê bao vẫn được áp dụng chính sách cũ cho đến hết chu kỳ..
5. Gói cước tự động gia hạn.
6. Kiểm tra dung lượng còn lại của gói cước:
- Soạn tin: DATAKM gửi 888.
7. Hủy gói cước: 
- Soạn tin: HUY VHO10 gửi 888.
8. Link tải ứng dụng
- Appstore: CLICK VÀO ĐÂY
- GooglePlay: CLICK VÀO ĐÂY
9. Tổng đài hỗ trợ khách hàng: 1800 1091 (miễn phí).",,,,,,,
digishop,CAKE50,CAKE50,50000,5,30.0,,,,"30 GB data (hết lưu lượng dừng truy cập)
400 tin nhắn trò chuyện với GPT-4o, Grok, Claude AI, Deepseek, Gemini
Tạo 28 ảnh chất lượng cao từ LeonardoAI, DALL-E
Sử dụng toàn bộ các tính năng và nội dung khác của nền tảng CAKE AI","1. Ưu đãi gói cước:
- 30 GB data (hết lưu lượng dừng truy cập)
- 400 tin nhắn trò chuyện với GPT-4o, Grok, Claude AI, Deepseek, Gemini
- Tạo 28 ảnh chất lượng cao từ LeonardoAI, DALL-E
- Sử dụng toàn bộ các tính năng và nội dung khác của nền tảng CAKE AI
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (bao gồm cả thuê bao EZCOM hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, hủy, tạm ngưng, khóa 1 chiều/2 chiều)
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Các ưu đãi gói (quyền lợi Data, Cake AI) có hiệu lực theo thời hạn của gói cước Bundle Data Account Cake AI mà khách hàng đăng ký. Các ưu đãi không sử dụng hết trong chu kỳ trước, sẽ không được cộng dồn trong chu kỳ tiếp theo.
- Các gói cước Bundle Data Account Cake AI cùng một dịch vụ không được phép đăng ký trùng nhau
- Gói CAKE50 được phép đăng ký đồng thời các gói Data/KMCB/Gói được mua thêm.
- Trường hợp khách hàng chủ động hủy gói cước: Hệ thống sẽ thực hiện hủy toàn bộ phần data còn dư và quyền lợi sử dụng Cake AI của gói và không được hoàn trả hay khấu trừ cho bất kỳ phát sinh cước nào của thuê bao (nếu có). 
- Trường hợp chuyển đổi hình thức thanh toán từ trả trước sang trả sau hoặc ngược lại thì gói cước đã đăng ký trước thời điểm chuyển đổi đều không được bảo lưu (bị xóa) khi chuyển sang hình thức thanh toán mới.
- Nếu tài khoản chính bị khóa thì khách hàng không sử dụng được các ưu đãi miễn phí còn lại, khách hàng cần nạp tiền để tiếp tục được sử dụng.
- Trong chu kỳ hưởng quyền lợi gói, nếu có thay đổi về chính sách giá cước thì các thuê bao vẫn được áp dụng chính sách cũ cho đến hết chu kỳ.
6. Kịch bản sử dụng quyền lợi nội dung Cake AI:
- Bước 1: Khách hàng đăng ký gói cước thành công, nhận được License sử dụng Cake AI. 
- Bước 2: Khàng hàng truy cập website: https://app.cakeai.vn/login và đăng ký/đăng nhập.
- Bước 3: Khách hàng nhập mã kích hoạt nhận được vào ô “Mã kích hoạt” để kích hoạt quyền lợi và tận hưởng các tính năng của Cake AI
7. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,THAGA70,THAGA70,840000,420,3.0,,,,"- 3 GB data/ngày (hết dung lượng dừng truy cập)
- Chỉ áp dụng cho thuê bao đang sử dụng gói THAGA70 thực hiện nâng chu kỳ gói cước.","1. Ưu đãi gói cước
- 3 GB data/ngày (hết dung lượng dừng truy cập)
2. Điều kiện đăng ký gói cước:
- Chỉ áp dụng cho thuê bao đang sử dụng gói THAGA70 thực hiện nâng chu kỳ gói cước.
3. Gia hạn gói cước
- Gói cước tự động gia hạn. 
4. Cách kiểm tra ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATA gửi 888.
5. Cách hủy gói cước
- Cú pháp huỷ: HUY THAGA70 gửi 888.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí).",,,,,,,
digishop,THAGA70,THAGA70,420000,210,3.0,,,,"- 3 GB data/ngày (hết dung lượng dừng truy cập)
- Chỉ áp dụng cho thuê bao đang sử dụng gói THAGA70 thực hiện nâng chu kỳ gói cước.","1. Ưu đãi gói cước
- 3 GB data/ngày (hết dung lượng dừng truy cập)
2. Điều kiện đăng ký gói cước:
- Chỉ áp dụng cho thuê bao đang sử dụng gói THAGA70 thực hiện nâng chu kỳ gói cước.
3. Gia hạn gói cước
- Gói cước tự động gia hạn.
4. Cách kiểm tra ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATA gửi 888.
5. Cách hủy gói cước
- Cú pháp huỷ: HUY THAGA70 gửi 888.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí).",,,,,,,
digishop,THAGA70,THAGA70,210000,90,3.0,,,,"- 3 GB data/ngày (hết dung lượng dừng truy cập)
- Chỉ áp dụng cho thuê bao đang sử dụng gói THAGA70 thực hiện nâng chu kỳ gói cước.","1. Ưu đãi gói cước
- 3 GB data/ngày (hết dung lượng dừng truy cập)
2. Điều kiện đăng ký gói cước:
- Chỉ áp dụng cho thuê bao đang sử dụng gói THAGA70 thực hiện nâng chu kỳ gói cước.
3. Gia hạn gói cước
- Gói cước tự động gia hạn.
4. Cách kiểm tra ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATA gửi 888.
5. Cách hủy gói cước
- Cú pháp huỷ: HUY THAGA70 gửi 888.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí).",,,,,,,
digishop,GHP5,GHP5,5000,1,0.1953125,,,,"200 MB Data/ngày (hết dung lượng Data tính cước theo quy định)
Chơi toàn bộ game tại kho game Gamehappy.vn","1. Ưu đãi gói cước
- 200 MB Data/ngày (hết dung lượng Data tính cước theo quy định)
- Chơi toàn bộ game tại kho game Gamehappy.vn
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều)
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Hủy gói cước
- Cú pháp hủy: HUY GHP5 gửi 888
6. Quy định sử dụng gói cước 
- Gói cước không được đăng ký đồng thời với các gói Gamehappy khác có cùng quyền lợi nội dung
- Gói cước được đăng ký đồng thời với các gói data cơ bản khác
7. Tổng đài hỗ trợ khách hàng
- Quý khách vui lòng liên hệ 1800 1091 (0đ)",,,,,,,
digishop,VBO3,VBO3,3000,1,0.029296875,unlimited,,,"30 MB Data/ngày (Hết dung lượng dừng truy cập) 
01 License gói VBOOKs Cơ bản: Truy cập, sử dụng không giới hạn nội dung cơ bản cung cấp trên dịch vụ trong vòng 24h từ khi đăng ký/gia hạn thành công","1. Ưu đãi gói cước
- 30 MB Data/ngày (Hết dung lượng dừng truy cập) 
- 01 License gói VBOOKs Cơ bản: Truy cập, sử dụng không giới hạn nội dung cơ bản cung cấp trên dịch vụ trong vòng 24h từ khi đăng ký/gia hạn thành công
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều)
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Hủy gói cước
- Cú pháp hủy: HUY VBO3 gửi 888
6. Quy định sử dụng gói cước 
- Gói cước được đăng ký đồng thời với các gói data cơ bản khác, không được phép đăng ký đồng thời với các gói khác có cùng quyền lợi nội dung
7. Link tải ứng dụng:
- Appstore: CLICK VÀO ĐÂY
- GooglePlay: CLICK VÀO ĐÂY
8. Tổng đài hỗ trợ khách hàng
- Quý khách vui lòng liên hệ 1800 1091 (0đ)",,,,,,,
digishop,SP8,SP8,8000,1,1.0,,,,"1 GB data/ngày (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
Miễn phí data truy cập wapsite/ứng dụng Shopee 
Được tặng voucher ưu đãi được quy đổi thành phiếu mua hàng giảm giá, miễn phí vận chuyển… tùy theo từng chiến dịch marketing của Shopee tại từng thời điểm cụ thể","1. Ưu đãi gói cước
- 1 GB data/ngày (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
- Miễn phí data truy cập wapsite/ứng dụng Shopee 
- Được tặng voucher ưu đãi được quy đổi thành phiếu mua hàng giảm giá, miễn phí vận chuyển… tùy theo từng chiến dịch marketing của Shopee tại từng thời điểm cụ thể
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói data/combo cơ bản khác, không được phép đăng ký đồng thời với các gói Data Account Shopee khác có cùng quyền lợi nội dung Shopee.
- Trên thực tế trong quá trình sử dụng ứng dụng không tính cước Data truy cập nêu trên, người dùng có khả năng phát sinh lưu lượng Data của một bên thứ ba như Apple, Facebook, Google,... trong các thao tác đăng nhập, hoặc bấm vào liên kết ngoài ứng dụng. Do đó, thuê bao vẫn có khả năng phát sinh phát sinh cước data cho các lưu lượng truy cập này.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,VAON120,VAON120,120000,30,15.0,unlimited,,,"15 GB Data/30 ngày (hết dung lượng Data tính cước theo quy định)
01 License gói Bundle Data Account VinaOn đặc sắc tại Vinaon.vn: xem không giới hạn nội dung eSports đặc sắc, không chèn quảng cáo","1. Ưu đãi gói cước
- 15 GB Data/30 ngày (hết dung lượng Data tính cước theo quy định)
- 01 License gói Bundle Data Account VinaOn đặc sắc tại Vinaon.vn: xem không giới hạn nội dung eSports đặc sắc, không chèn quảng cáo
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều)
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Hủy gói cước
- Cú pháp hủy: HUY VAON120 gửi 888
6. Quy định sử dụng gói cước 
- Gói cước không được đăng ký đồng thời với các gói Gamehappy khác có cùng quyền lợi nội dung.
- Gói cước được đăng ký đồng thời với các gói data cơ bản khác
7. Tổng đài hỗ trợ khách hàng
- Quý khách vui lòng liên hệ 1800 1091 (0đ)",,,,,,,
digishop,WSA10A,WSA10A,10000,30,,,,,Miễn phí Data truy cập ứng dụng WhatsApp,"1. Ưu đãi gói cước
- Miễn phí Data truy cập các ứng dụng WhatsApp
2. Đối tượng và Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
- Gói cước chỉ đăng ký được khi thuê bao đang có gói nền (gói Data/KMCB chu kỳ 30 ngày trở lên)
3. Gia hạn gói cước
- Gói cước tự động gia hạn
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói Data/Combo chính tuy nhiên không được đăng ký đồng thời các gói cước Data IP Chat cùng nhau.
- Gói cước không bao gồm lưu lượng sử dụng tính năng Audio Call/ Video Call trên ứng dụng WhatsApp. Sử dụng tính năng này sẽ phát sinh cước phí.
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,GTP5,GTP5,5000,1,0.09765625,,,,"100 MB data/ngày (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
Nhận 200 xu vào tài khoản game để chơi game Cờ tướng Online tại http://gametp.vn","1. Ưu đãi gói cước
- 100 MB data/ngày (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
- Nhận 200 xu vào tài khoản game để chơi game Cờ tướng Online tại http://gametp.vn
Trong đó:
+ Xu là vật phẩm chỉ sử dụng để chơi game, không có giá trị quy đổi ngược lại thành tiền, thẻ thanh toán, phiếu thưởng hoặc các hiện vật có giá trị giao dịch bên ngoài trò chơi. Hình thức và nội dung quyền lợi khách hàng được hưởng trong game theo chính sách của nhà phát hành. Quyền lợi khách hàng được hưởng trong game có thể được thay đổi tùy theo chính sách của nhà phát hành.
+ Quyền lợi cộng Xu vào tài khoản chơi game của thuê bao được tính ngay khi đăng ký/gia hạn gói cước thành công (không miễn cước Data tải/chơi game) và bị hủy ngay khi hủy gói.
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (không bao gồm thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Cách hủy gói cước
- Cú pháp hủy: HUY GTP5 gửi 888
6. Quy định sử dụng gói cước
- Tất cả các quyền lợi của gói cước (Data và Xu) có hiệu lực ngay khi đăng ký/gia hạn gói thành công.
- Trường hợp thuê bao hủy gói game Cờ tướng của dịch vụ GameTP, quyền lợi Data tương ứng sẽ bị hủy theo.
- Các gói game Cờ tướng của dịch vụ GameTP không được đăng ký đồng thời với nhau.
- Các gói game Cờ tướng của dịch vụ GameTP được đăng ký đồng thời với các gói cước viễn thông (Data, Thoại, SMS) cơ bản khác.
7. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)",,,,,,,
digishop,EC8,EC8,8000,1,1.0,,,,"- 1GB Data (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
- Miễn phí sử dụng tài khoản ứng dụng EnglishCentral với các quyền lợi: Xem toàn bộ kho bài giảng (hơn 30.000 video); Sử dụng công nghệ nhận diện giọng nói, công nghệ trí tuệ nhân tạo Chatbot.","1. Ưu đãi gói cước
- 1GB Data (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
- Miễn phí sử dụng tài khoản ứng dụng EnglishCentral với các quyền lợi: Xem toàn bộ kho bài giảng (hơn 30.000 video); Sử dụng công nghệ nhận diện giọng nói, công nghệ trí tuệ nhân tạo chatbot.
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- License sử dụng EnglishCentral đươc̣ cung cấp cho Thuê bao khi đăng ký thành
công gói cước, Khách hàng truy câp̣ web/wap EnglishCentral để kích hoạt vào tài khoản và sử dụng; License được tiếp tuc cộng thời hạn sử dụng ngay khi gia haṇ
gói thành công (Khách hàng không cần kích hoạt lại);
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)
7. Link tải ứng dụng English Central
Appstore:Tải xuống
GooglePlay:Tải xuống",,,,,,,
digishop,EC30,EC30,30000,7,2.0,,,,"- 2GB Data (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
- Miễn phí sử dụng tài khoản ứng dụng EnglishCentral với các quyền lợi: Xem toàn bộ kho bài giảng (hơn 30.000 video); Sử dụng công nghệ nhận diện giọng nói, công nghệ trí tuệ nhân tạo Chatbot.","1. Ưu đãi gói cước
- 2GB Data/7 ngày (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định).
- Miễn phí sử dụng tài khoản ứng dụng EnglishCentral với các quyền lợi: Xem toàn bộ kho bài giảng (hơn 30.000 video); Sử dụng công nghệ nhận diện giọng nói, công nghệ trí tuệ nhân tạo chatbot.
2. Điều kiện đăng ký gói cước
- Thuê bao trả trước và trả sau (có bao gồm cả thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều);
- Thuê bao sử dụng thiết bị hỗ trợ kết nối 3G trở lên
3. Gia hạn gói cước
- Gói cước tự động gia hạn
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- License sử dụng EnglishCentral đươc̣ cung cấp cho Thuê bao khi đăng ký thành
công gói cước, Khách hàng truy câp̣ web/wap EnglishCentral để kích hoạt vào tài khoản và sử dụng; License được tiếp tuc cộng thời hạn sử dụng ngay khi gia haṇ
gói thành công (Khách hàng không cần kích hoạt lại);
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí)
7. Link tải ứng dụng English Central
Appstore:Tải xuống
GooglePlay:Tải xuống",,,,,,,
digishop,EKD6UM,EKD6UM,6000,1,0.48828125,,,,"500 MB data (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
Miễn phí trải nghiệm kho bài giảng gói UberMath trên cổng nội dung giáo dục https://enkidu.vn","1. Ưu đãi gói cước
- 500 MB data (Hết lưu lượng tính theo gói cước đang dùng hoặc gói cước M0 mặc định)
- Miễn phí trải nghiệm kho bài giảng gói UberMath trên cổng nội dung giáo dục https://enkidu.vn
- Không miễn cước data khi sử dụng wapsite/ website https://enkidu.vn
2. Đối tượng sử dụng
- Thuê bao trả trước và trả sau (có bao gồm thuê bao EZCOM) hoạt động 2 chiều trên mạng VinaPhone (không nợ đọng, huỷ, tạm ngưng, khoá 1 chiều/2 chiều).
3. Gia hạn gói cước
- Gói cước tự động gia hạn 
4. Cách kiểm tra các ưu đãi còn lại của gói cước
- Cú pháp tra cứu: DATAKM gửi 888
5. Quy định sử dụng gói cước
- Gói cước được đăng ký đồng thời với các gói cước di động (data, thoai, SMS) cơ bản khác (VD: khách hàng đang sử dụng gói MAX/VD89 vẫn được đăng ký đồng thời các gói EKD6UM)
- Khách hàng sử dụng gói cước này không được phép đăng ký đồng thời với các gói khác có phí khác cùng dịch vụ Enkidu
6. Tổng đài hỗ trợ về dịch vụ di động
- Để được hỗ trợ về dịch vụ di động, Quý khách vui lòng liên hệ 1800 1091 (miễn phí).",,,,,,,
